person_id,first_name,last_name,father_name,gender,fin_code,id_card_number,military_ticket_number,has_driving_license,driving_license_number,birth_date,age,home_region,education_level,university_admission_year,university_graduation_year,rank_group,rank,specialization,is_leadership,officer_commissioning_source,military_academy_type,years_as_enlisted_before_commission,prior_enlisted_specialization,department,total_military_service_years,uav_service_years,current_department_years,rotation_count,last_rotation_date,contract_start_date,contract_end_date,contract_length_years,pua_course_cohort
G24879,Zaur,Rəhimov,Rövşən oğlu,M,KR4KURZ,FU1366162,HB241845,True,SV9607495,2002-11-23,23,Tovuz,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.49,2.49,2.49,0,,2025-10-25,2030-10-25,5,5
G16019,Zaur,Sultanov,Rəşad oğlu,M,MZAJUEQ,SJ0369026,HB166781,True,SV1675133,1995-03-02,31,Şamaxı,Vocational/Technical College,2014,2016,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Beta,10.37,3.18,0.18,1,2026-04-26,2024-06-08,2027-06-08,3,3
G24796,Elvin,Quliyov,Elnur oğlu,M,SMRL7DE,FE8685557,HB246102,True,SV4089433,2002-10-03,23,Zaqatala,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.37,2.37,2.37,0,,2024-10-03,2027-10-03,3,5
G23895,Zaur,Qaraov,Rəşad oğlu,M,H5EHEEC,SU0770175,HB234270,True,SV1206779,2002-08-07,23,Şəki,Vocational/Technical College,2021,2023,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.85,2.85,2.85,0,,2025-08-02,2028-08-02,3,5
G21967,Ramin,Qaraov,Murad oğlu,M,MFSZHUD,PA2129590,HB212322,True,SV5735491,1999-03-27,27,Tovuz,Vocational/Technical College,2019,2021,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Beta,5.46,1.92,1.92,0,,2026-03-24,2029-03-24,3,4
G24128,Rəşad,Şıxəliov,Nicat oğlu,M,DE2YTBL,CG6394528,HB242517,True,SV0846194,2003-02-27,23,Şirvan,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.49,2.49,2.49,0,,2022-09-08,2027-09-08,5,4
G17208,Elçin,Rüstəmov,Murad oğlu,M,9Z6FMGG,WK2447757,HB175543,False,,1996-03-14,30,Goranboy,Vocational/Technical College,2015,2017,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Beta,9.42,4.29,1.29,1,2025-03-16,2026-01-24,2029-01-24,3,3
G23922,Günel,Nəsirova,Kənan qızı,F,QDRH8AZ,VM0163367,HB239684,True,SV5442455,2002-10-10,23,İmişli,Vocational/Technical College,2021,2023,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.77,2.77,2.77,0,,2024-01-29,2029-01-29,5,5
G11685,Nigar,Hüseynova,Nicat qızı,F,LNQBT5K,SM1741666,HB115351,True,SV4853496,1991-09-28,34,Tovuz,Vocational/Technical College,2009,2011,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Beta,14.72,4.82,1.82,1,2024-09-04,2020-05-03,2027-05-03,7,3
G23964,İlkin,Abbasov,Fuad oğlu,M,U2WNP9P,BF2306811,HB236266,True,SV0645404,2003-02-08,23,Bakı,Vocational/Technical College,2021,2023,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.75,1.14,1.14,0,,2023-12-27,2026-12-27,3,3
G24038,Elçin,Hüseynov,Sənan oğlu,M,GR3XFK9,ER9082225,HB247134,False,,2003-08-04,22,Yevlax,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.15,2.15,2.15,0,,2022-06-16,2027-06-16,5,1
G23945,İlkin,Fərəcov,Ruslan oğlu,M,RG3WK3P,NE4647107,HB233151,False,,2001-11-21,24,Bərdə,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Beta,3.17,3.17,0.17,1,2026-04-29,2025-02-15,2030-02-15,5,4
G10758,Emin,Xəlilov,İlkin oğlu,M,V2PUWSM,DD6343802,HB108284,True,SV8626411,1990-03-07,36,Lənkəran,Vocational/Technical College,2008,2010,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Beta,15.89,5.81,2.81,1,2023-09-08,2024-02-27,2029-02-27,5,3
G08002,Vüsal,Əliov,Kamran oğlu,M,JA3JTWB,TU0832098,HB088218,True,SV8388255,1987-10-19,38,Şirvan,Vocational/Technical College,2006,2008,Warrant Officer,Senior Warrant Officer,Technical Staff,False,,,,,Beta,17.77,3.8,0.8,1,2025-09-11,2023-04-08,2028-04-08,5,5
G24250,Vaqif,Səfərov,Orxan oğlu,M,HD3LUNZ,FL1194254,HB248903,True,SV9346989,2002-12-09,23,Tovuz,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.23,2.23,2.23,0,,2023-11-13,2028-11-13,5,4
G24010,Tural,Hacıov,Zaur oğlu,M,Z3B7XJN,RS9652409,HB246834,False,,2002-09-22,23,Quba,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.34,2.34,2.34,0,,2023-08-06,2026-08-06,3,3
G24043,Vüsalə,Rəhimova,Nicat qızı,F,W62PB54,YM4878886,HB248778,True,SV3687400,2003-10-25,22,Naxçıvan,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Staff,False,,,,,Beta,2.5,2.5,2.5,0,,2025-11-12,2028-11-12,3,4
G22635,Murad,Şıxəliov,Orxan oğlu,M,DHY2WEV,KY4811532,HB227837,True,SV3338500,2000-08-16,25,İmişli,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Beta,4.29,1.68,1.68,0,,2023-05-11,2028-05-11,5,5
G22413,Aqşin,Sultanov,Kamran oğlu,M,BVVE8FU,AN7984229,HB229988,False,,2001-09-28,24,Quba,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Staff,False,,,,,Beta,3.5,3.5,0.5,1,2025-12-30,2025-02-08,2032-02-08,7,3
G21070,Zaur,İbrahimov,Namiq oğlu,M,ZGF3A9H,LF5604893,HB219905,True,SV3450509,2000-02-07,26,Xaçmaz,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Beta,4.9,2.91,2.91,0,,2025-06-19,2030-06-19,5,3
G23299,İlkin,Qaraov,Tural oğlu,M,ASN9XE6,AE1434074,HB233199,True,SV3949234,2001-01-12,25,Quba,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Beta,3.47,3.47,0.47,1,2026-01-10,2022-04-22,2029-04-22,7,5
G25915,Fərid,Rəhimov,Fuad oğlu,M,92E5X3B,DF0274990,HB254658,True,SV7448810,2003-06-13,23,Şamaxı,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Technical Service,False,,,,,Beta,1.39,1.39,1.39,0,,2024-04-25,2029-04-25,5,2
G22473,Murad,Musaov,Vüsal oğlu,M,U9SUPC2,SX0663598,HB229993,True,SV0864950,2000-07-04,25,Gəncə,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Beta,4.32,4.32,1.32,1,2025-03-05,2022-07-22,2029-07-22,7,5
G24309,Elnur,Fərəcov,Vüsal oğlu,M,53K3ZTV,CG2730234,HB248183,True,SV9128799,2002-06-19,24,Yevlax,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Service,False,,,,,Beta,2.13,2.13,2.13,0,,2022-10-29,2027-10-29,5,2
G18175,Vaqif,Cəfərov,Rövşən oğlu,M,RUP23VP,LA3426146,HB182415,True,SV2494119,1998-04-01,28,Lənkəran,Vocational/Technical College,2016,2018,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Beta,7.53,1.48,1.48,0,,2025-11-23,2028-11-23,3,5
G10138,Rəşad,Yusifov,Ruslan oğlu,M,PDXUJJC,NC6113082,HB105508,True,SV4662981,1989-12-17,36,Naxçıvan,Vocational/Technical College,2008,2010,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Beta,15.68,3.84,0.84,1,2025-08-28,2021-11-27,2026-11-27,5,1
G24284,Elvin,Nağıov,Elvin oğlu,M,NAWQNXZ,TH8669680,HB246577,True,SV1861041,2003-04-14,23,Lənkəran,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Technical Service,False,,,,,Beta,1.72,1.72,1.72,0,,2025-10-03,2032-10-03,7,4
G22544,Elnur,Cəfərov,Şahin oğlu,M,PD6ZQRA,LF2833184,HB225691,True,SV4579035,2000-11-07,25,Yevlax,Vocational/Technical College,2020,2022,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Beta,3.96,3.96,0.96,1,2025-07-15,2026-01-24,2031-01-24,5,4
G14731,Orxan,Nağıov,Ramin oğlu,M,6PRR8MY,AG1322936,HB144060,False,,1993-09-25,32,Zaqatala,Vocational/Technical College,2012,2014,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Beta,12.3,1.3,1.3,0,,2024-10-07,2027-10-07,3,2
G23763,Tofiq,Musaov,Fuad oğlu,M,MR9FGYC,ME1479425,HB230024,False,,2001-07-27,24,Tovuz,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Technical Service,False,,,,,Beta,3.16,3.16,0.16,1,2026-05-03,2025-03-31,2028-03-31,3,3
G08568,İlkin,Əliov,Orxan oğlu,M,LDHTR93,UU5888610,HB089984,False,,1987-05-31,39,Zaqatala,Vocational/Technical College,2006,2008,Warrant Officer,Senior Warrant Officer,Technical Service,False,,,,,Beta,18.37,1.79,1.79,0,,2020-03-27,2027-03-27,7,1
G12593,Zaur,Hüseynov,Emin oğlu,M,BDW57FK,LN7063184,HB121055,True,SV7283503,1990-02-23,36,Ağdam,Vocational/Technical College,2010,2012,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Beta,14.4,4.91,1.91,1,2024-08-02,2022-03-17,2027-03-17,5,3
G08962,Elnur,Vəliov,İlkin oğlu,M,P768SX8,LU7503474,HB086313,True,SV0915997,1987-07-01,38,Salyan,Vocational/Technical College,2006,2008,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Beta,17.74,2.23,2.23,0,,2023-11-06,2028-11-06,5,3
G12425,Fuad,Qaraov,Fərid oğlu,M,7AJS7YQ,EP7668741,HB127631,True,SV0377192,1991-12-24,34,Sumqayıt,Vocational/Technical College,2010,2012,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Beta,13.68,5.43,2.43,1,2024-01-25,2022-02-15,2027-02-15,5,5
G25778,Vaqif,Məmmədov,İlkin oğlu,M,TJ4KPSZ,WG5179450,HB252672,True,SV2757968,2004-04-28,22,Lənkəran,Vocational/Technical College,2023,2025,Warrant Officer,Junior Warrant Officer,Repair Specialist,False,,,,,Beta,1.07,1.07,1.07,0,,2025-09-11,2030-09-11,5,3
G13609,Elçin,Quliyov,Rövşən oğlu,M,SHLU4MD,TV0084435,HB139801,True,SV5324449,1992-10-18,33,Xaçmaz,Vocational/Technical College,2011,2013,Warrant Officer,Senior Warrant Officer,Repair Specialist,False,,,,,Beta,13.1,4.33,1.33,1,2025-03-02,2022-06-27,2029-06-27,7,4
G24580,Şəbnəm,Quliyova,Ruslan qızı,F,5DGRZ8M,YQ4150139,HB244881,True,SV4715088,2003-01-26,23,Şəki,Vocational/Technical College,2022,2024,Warrant Officer,Junior Warrant Officer,Repair Specialist,False,,,,,Beta,1.78,1.72,1.72,0,,2024-05-14,2027-05-14,3,2
G21267,Cavid,Əliov,Şahin oğlu,M,UU63RZV,UN4448376,HB212192,True,SV2359876,2000-02-24,26,Naxçıvan,Vocational/Technical College,2019,2021,Warrant Officer,Warrant Officer,Repair Specialist,False,,,,,Beta,4.71,3.44,0.44,1,2026-01-21,2025-06-12,2028-06-12,3,1
G23226,Tofiq,Hüseynov,Emin oğlu,M,C8T28S2,NA6592288,HB238840,True,SV0535493,2002-03-04,24,Naxçıvan,Vocational/Technical College,2021,2023,Warrant Officer,Warrant Officer,Repair Specialist,False,,,,,Beta,3.18,3.18,0.18,1,2026-04-26,2023-09-08,2028-09-08,5,4
AO05709,Vüsal,Məmmədov,Vüsal oğlu,M,KHJF5HG,EG1816832,HB053110,True,SV3315764,1982-11-20,43,Sumqayıt,Higher Military Education,2001,2005,Officer,Lieutenant Colonel,Department Commander,True,Military Academy,Military Aviation School,,,Delta,20.73,4.16,1.16,1,2025-05-03,2022-11-24,2032-11-24,10,1
AO12824,Fərid,Abbasov,Vüqar oğlu,M,PW72U5K,DF6215547,HB124317,False,,1989-01-07,37,Yevlax,Higher Civilian Education,2008,2012,Officer,Major,Chief of Operations,True,Civilian Direct Commission,,,,Delta,13.63,4.97,1.97,1,2024-07-11,2025-05-14,2028-05-14,3,1
AO16360,Nicat,Yusifov,Kamran oğlu,M,LMYYRJN,YQ0228338,HB161734,True,SV9351043,1993-08-25,32,Bərdə,Higher Civilian Education,2012,2016,Officer,Captain,Pilot-Operator Lead,True,Civilian Direct Commission,,,,Delta,10.07,5.41,2.41,1,2024-02-01,2022-10-03,2032-10-03,10,1
G11837,Elşən,Tağıov,İlkin oğlu,M,RJAQJC6,HN5022135,HB112940,True,SV6277816,1990-05-21,36,Mingəçevir,Vocational/Technical College,2009,2011,Warrant Officer,Senior Warrant Officer,Technical Service Lead,True,,,,,Delta,15.18,4.11,1.11,1,2025-05-21,2024-02-27,2029-02-27,5,5
AO13387,Zaur,Rüstəmov,Murad oğlu,M,2AW985H,TF2554830,HB132474,False,,1991-05-11,35,Ağdam,Higher Military Education,2009,2013,Officer,Major,Training & Standardization Lead,True,Military Academy,Military Aviation School,,,Delta,12.54,5.11,2.11,1,2024-05-21,2022-06-16,2032-06-16,10,4
AO18342,Namiq,Quliyov,Fuad oğlu,M,A34LPXN,UN3079193,HB184053,True,SV6689235,1995-05-29,31,Şəki,Higher Civilian Education,2014,2018,Officer,Captain,Operations Officer,False,Civilian Direct Commission,,,,Delta,8.19,3.79,0.79,1,2025-09-15,2023-08-10,2028-08-10,5,4
AO23991,Zaur,Əliov,Elçin oğlu,M,VAG7NGK,NL3039391,HB233203,True,SV7392838,2002-10-21,23,Xaçmaz,In-Service Officer Commissioning Program,2021,2023,Officer,Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.79,UAV Operator,Delta,2.79,2.79,2.79,0,,2024-11-01,2027-11-01,3,2
AO11296,Elnur,Məmmədov,Nicat oğlu,M,CN3S76Q,PT2847726,HB114426,False,,1988-08-15,37,Naxçıvan,Higher Military Education,2007,2011,Officer,Major,Operations Officer,False,Military Academy,General Military Academy,,,Delta,14.7,3.51,0.51,1,2025-12-26,2024-07-26,2031-07-26,7,4
AO24278,Elçin,Rəhimov,Murad oğlu,M,DYB6F6T,RB7994713,HB240138,True,SV5741200,2000-07-04,25,Zaqatala,Higher Civilian Education,2020,2024,Officer,Lieutenant,Operations Officer,False,Civilian Direct Commission,,,,Delta,2.19,2.19,2.19,0,,2021-12-12,2026-12-12,5,4
AO21963,Vüsalə,Sultanova,Elnur qızı,F,LZRCTH8,DV8101253,HB210455,True,SV7613206,1998-09-08,27,Şəki,Higher Civilian Education,2017,2021,Officer,Senior Lieutenant,Operations Officer,False,Civilian Direct Commission,,,,Delta,5.01,1.97,1.97,0,,2025-09-30,2028-09-30,3,4
AO24578,Elçin,Rüstəmov,Namiq oğlu,M,QVBNGH7,EA0086090,HB241703,False,,2001-03-26,25,Naxçıvan,Higher Military Education,2020,2024,Officer,Lieutenant,Operations Officer,False,Military Academy,General Military Academy,,,Delta,1.64,1.64,1.64,0,,2017-07-11,2027-07-11,10,2
AO25711,Cavid,Rüstəmov,Rəşad oğlu,M,HDLAWAG,FR2608474,HB254144,False,,2003-10-22,22,İmişli,In-Service Officer Commissioning Program,2023,2025,Officer,Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.0,UAV Operator,Delta,1.06,1.06,1.06,0,,2019-12-16,2026-12-16,7,5
AO14187,Elnur,Sultanov,Fərid oğlu,M,F2Y9XCA,XL5757007,HB147111,True,SV2420142,1993-03-27,33,Goranboy,In-Service Officer Commissioning Program,2012,2014,Officer,Major,Operations Officer,False,Prior Enlisted (Gizir) Commission,,3.88,UAV Operator,Delta,12.06,5.91,2.91,1,2023-08-03,2019-09-08,2026-09-08,7,2
AO22316,Ramin,Quliyov,Fərid oğlu,M,W2S9WKA,WH2596267,HB225164,True,SV3340801,1998-11-05,27,Mingəçevir,Higher Military Education,2018,2022,Officer,Senior Lieutenant,Operations Officer,False,Military Academy,Military Aviation School,,,Delta,4.2,4.2,1.2,1,2025-04-18,2022-02-08,2027-02-08,5,2
AO18186,Namiq,Cəfərov,Kamran oğlu,M,ZHFHKQW,GU0931457,HB187953,True,SV8703879,1997-11-24,28,Yevlax,In-Service Officer Commissioning Program,2016,2018,Officer,Captain,Operations Officer,False,Prior Enlisted (Gizir) Commission,,1.52,UAV Operator,Delta,7.5,4.98,1.98,1,2024-07-07,2023-07-08,2030-07-08,7,5
AO20436,Fərid,Həsənov,Elnur oğlu,M,YG7A5ZM,KK3733908,HB201022,False,,2000-04-16,26,Şirvan,In-Service Officer Commissioning Program,2018,2020,Officer,Senior Lieutenant,Operations Officer,False,Prior Enlisted (Gizir) Commission,,3.18,UAV Operator,Delta,5.69,3.97,0.97,1,2025-07-11,2023-06-20,2028-06-20,5,4
AO18238,Ruslan,Abbasov,Elçin oğlu,M,RYYW7ZH,AV6666246,HB184081,True,SV6980769,1995-05-27,31,Goranboy,Higher Military Education,2014,2018,Officer,Captain,Operations Officer,False,Military Academy,Military Aviation School,,,Delta,7.57,5.79,2.79,1,2023-09-15,2018-12-23,2028-12-23,10,5
AO25379,Aygün,Sultanova,Ruslan qızı,F,8XNKP6Z,CR7317933,HB258714,False,,2001-03-09,25,Xaçmaz,Higher Military Education,2021,2025,Officer,Lieutenant,Operations Officer,False,Military Academy,Military Aviation School,,,Delta,1.49,1.49,1.49,0,,2025-03-20,2028-03-20,3,1
AO12189,Elçin,Rəhimov,Elnur oğlu,M,GF8Q4FB,EU2946681,HB123085,True,SV3235461,1991-12-28,34,Gəncə,In-Service Officer Commissioning Program,2010,2012,Officer,Major,Operations Officer,False,Prior Enlisted (Gizir) Commission,,3.32,UAV Operator,Delta,13.67,3.89,0.89,1,2025-08-09,2025-08-13,2030-08-13,5,3
AO15573,Rövşən,Məmmədov,Vüqar oğlu,M,S8JR2VL,SJ3233698,HB157390,False,,1992-06-28,34,Bakı,Higher Military Education,2011,2015,Officer,Captain,Flight Control Officer,False,Military Academy,Military Aviation School,,,Delta,10.84,5.94,2.94,1,2023-07-23,2024-12-04,2027-12-04,3,4
AO18127,Ramin,Yusifov,Elçin oğlu,M,2HQX5SX,AR9368976,HB183074,True,SV4773994,1995-02-26,31,Şirvan,Higher Military Education,2014,2018,Officer,Captain,Flight Control Officer,False,Military Academy,General Military Academy,,,Delta,7.67,5.63,2.63,1,2023-11-13,2026-02-15,2029-02-15,3,4
AO13278,Ruslan,Sultanov,Tural oğlu,M,E3KXT5F,LC6227604,HB135775,True,SV1997224,1991-04-15,35,Şirvan,Higher Civilian Education,2009,2013,Officer,Major,Flight Control Officer,False,Civilian Direct Commission,,,,Delta,12.82,1.72,1.72,0,,2022-06-30,2029-06-30,7,2
AO15860,Kənan,Fərəcov,Ceyhun oğlu,M,VWNYZNW,PW8210079,HB156522,True,SV1389500,1992-07-06,33,İmişli,Higher Military Education,2011,2015,Officer,Captain,Training & Standardization Officer,False,Military Academy,General Military Academy,,,Delta,11.0,4.98,1.98,1,2024-07-07,2025-05-17,2030-05-17,5,2
AO23574,Sənan,Yusifov,Vüqar oğlu,M,UDA5L4K,FS1278803,HB233315,True,SV6285622,2001-03-06,25,Goranboy,Higher Military Education,2019,2023,Officer,Lieutenant,Training & Standardization Officer,False,Military Academy,General Military Academy,,,Delta,2.68,2.68,2.68,0,,2020-11-30,2027-11-30,7,1
AO24436,Fuad,Sultanov,Tural oğlu,M,725ZK47,DA3443307,HB249549,True,SV9750378,2000-10-08,25,Gəncə,Higher Military Education,2020,2024,Officer,Lieutenant,Training & Standardization Officer,False,Military Academy,Military Aviation School,,,Delta,2.07,2.05,2.05,0,,2018-05-25,2028-05-25,10,3
AO24631,Vüsal,Quliyov,Vüsal oğlu,M,3GWM5D3,WK9610349,HB241797,True,SV5341721,2001-10-08,24,Goranboy,Higher Civilian Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Delta,2.4,1.69,1.69,0,,2024-06-15,2031-06-15,7,4
AO15583,Sənan,Musaov,Orxan oğlu,M,25WJWMD,BM6505527,HB158748,False,,1992-04-21,34,Naxçıvan,Higher Civilian Education,2011,2015,Officer,Captain,Pilot-Operator,False,Civilian Direct Commission,,,,Delta,11.0,1.86,1.86,0,,2018-09-26,2028-09-26,10,4
AO24190,Kamran,Nağıov,Rövşən oğlu,M,4ATT3RS,QT7179815,HB248697,True,SV5811215,2001-08-14,24,Gəncə,Higher Military Education,2020,2024,Officer,Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Delta,2.01,2.01,2.01,0,,2026-04-22,2029-04-22,3,1
AO15781,Anar,Məmmədov,Namiq oğlu,M,B86KTER,HX9656600,HB157081,True,SV8215527,1992-12-27,33,Ağdam,Higher Military Education,2011,2015,Officer,Captain,Pilot-Operator,False,Military Academy,General Military Academy,,,Delta,10.78,3.72,0.72,1,2025-10-11,2021-10-07,2026-10-07,5,1
AO12061,Cavid,Musaov,Elçin oğlu,M,EGWJWWY,PR5183739,HB120615,True,SV2564309,1989-01-28,37,Quba,Higher Military Education,2008,2012,Officer,Major,Pilot-Operator,False,Military Academy,Military Aviation School,,,Delta,14.12,1.82,1.82,0,,2021-10-11,2026-10-11,5,2
AO18148,İlkin,Hüseynov,Ceyhun oğlu,M,DS6U3DM,PG2003718,HB187395,True,SV7584526,1996-03-09,30,Mingəçevir,Higher Military Education,2014,2018,Officer,Captain,Pilot-Operator,False,Military Academy,Military Aviation School,,,Delta,8.29,2.89,2.89,0,,2022-09-15,2032-09-15,10,2
AO13289,Vüqar,Musaov,Cavid oğlu,M,YF93SJP,YX8389430,HB131696,True,SV7910754,1992-12-21,33,Bakı,In-Service Officer Commissioning Program,2011,2013,Officer,Major,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.7,UAV Operator,Delta,12.99,5.59,2.59,1,2023-11-28,2022-08-10,2027-08-10,5,4
AO23475,Elçin,Nağıov,Rəşad oğlu,M,NV7ZYYZ,FT9885669,HB234749,True,SV8520859,2001-05-20,25,Ağdam,Higher Military Education,2019,2023,Officer,Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Delta,2.84,2.84,2.84,0,,2021-10-03,2028-10-03,7,4
AO25607,Aqşin,Nağıov,Kənan oğlu,M,5KRJAWN,YY9589880,HB253554,True,SV4213740,2002-09-24,23,Ağdam,Higher Civilian Education,2021,2025,Officer,Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Delta,1.02,1.02,1.02,0,,2023-12-30,2033-12-30,10,4
AO21091,Anar,Nəsirov,Şahin oğlu,M,NKPF3DQ,WD3438110,HB216043,True,SV7911462,1999-04-23,27,Ağdam,In-Service Officer Commissioning Program,2019,2021,Officer,Senior Lieutenant,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.59,UAV Operator,Delta,5.39,3.98,0.98,1,2025-07-08,2024-03-09,2027-03-09,3,4
AO22207,Fuad,Yusifov,Ceyhun oğlu,M,Z4E83EM,AS0845042,HB224081,True,SV4671212,1998-11-28,27,Lənkəran,Higher Military Education,2018,2022,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Delta,4.16,2.62,2.62,0,,2017-09-04,2027-09-04,10,4
AO17682,Tofiq,Fərəcov,Tofiq oğlu,M,EDNJGEA,EW3579240,HB172968,True,SV0139728,1995-09-23,30,Naxçıvan,In-Service Officer Commissioning Program,2015,2017,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,3.12,UAV Operator,Delta,9.15,4.51,1.51,1,2024-12-26,2023-07-08,2026-07-08,3,1
AO17015,Şahin,Nəsirov,Elşən oğlu,M,LDXX2EM,VT5622501,HB177347,True,SV6098814,1997-01-27,29,Şirvan,In-Service Officer Commissioning Program,2015,2017,Officer,Captain,Pilot-Operator,False,Prior Enlisted (Gizir) Commission,,2.98,UAV Operator,Delta,8.78,3.54,0.54,1,2025-12-15,2023-06-23,2030-06-23,7,1
AO13576,Tural,Quliyov,Elnur oğlu,M,GTJ6579,XL7904950,HB139629,True,SV6105767,1990-10-06,35,Goranboy,Higher Military Education,2009,2013,Officer,Major,Pilot-Operator,False,Military Academy,General Military Academy,,,Delta,13.13,3.37,0.37,1,2026-02-15,2021-02-26,2031-02-26,10,4
AO20306,Rövşən,Rüstəmov,Vüqar oğlu,M,JFFGY63,LS5327510,HB200088,True,SV0189276,1996-11-15,29,Lənkəran,Higher Military Education,2016,2020,Officer,Senior Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Delta,5.68,1.83,1.83,0,,2022-08-28,2032-08-28,10,2
AO14271,Vaqif,Sultanov,Emin oğlu,M,JE6K9WA,JT2206895,HB149046,True,SV6926624,1991-06-07,35,Qazax,Higher Military Education,2010,2014,Officer,Major,Pilot-Operator,False,Military Academy,Military Aviation School,,,Delta,12.37,4.03,1.03,1,2025-06-19,2026-01-28,2031-01-28,5,3
AO25477,Fuad,Qaraov,Cavid oğlu,M,M6CFF5G,MT6011360,HB251847,True,SV2991578,2002-03-20,24,Yevlax,Higher Civilian Education,2021,2025,Officer,Lieutenant,Pilot-Operator,False,Civilian Direct Commission,,,,Delta,1.02,1.02,1.02,0,,2024-04-07,2029-04-07,5,1
AO16242,Elnur,Əliov,Anar oğlu,M,2J8V3A3,PV8017883,HB169842,True,SV2525005,1994-09-26,31,Şirvan,Higher Civilian Education,2012,2016,Officer,Captain,Pilot-Operator,False,Civilian Direct Commission,,,,Delta,9.72,5.13,2.13,1,2024-05-14,2020-01-21,2030-01-21,10,5
AO23405,Tofiq,Abbasov,Namiq oğlu,M,H6N64DF,CC9361998,HB234823,True,SV1556163,2001-11-12,24,Şamaxı,Higher Military Education,2019,2023,Officer,Lieutenant,Pilot-Operator,False,Military Academy,General Military Academy,,,Delta,2.63,2.12,2.12,0,,2024-07-26,2029-07-26,5,3
AO18046,Aytac,Həsənova,Elvin qızı,F,592EEQ3,ZV1471317,HB189394,True,SV4496619,1995-08-14,30,Lənkəran,Higher Military Education,2014,2018,Officer,Captain,Pilot-Operator,False,Military Academy,Military Aviation School,,,Delta,7.88,2.85,2.85,0,,2021-12-19,2026-12-19,5,4
G20303,Rövşən,Vəliov,Orxan oğlu,M,UPUYZYH,AZ0599038,HB205698,False,,2000-02-10,26,Mingəçevir,Vocational/Technical College,2018,2020,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,5.55,3.49,0.49,1,2026-01-03,2023-11-02,2028-11-02,5,3
G12516,Anar,Tağıov,Vüsal oğlu,M,4BE8YNA,ZJ7608803,HB124949,True,SV0581177,1991-06-27,35,Şamaxı,Vocational/Technical College,2010,2012,Warrant Officer,Senior Warrant Officer,UAV Operator,False,,,,,Delta,14.09,5.18,2.18,1,2024-04-25,2021-11-01,2026-11-01,5,4
